ti_uid	target	indication_mesh_id	indication_mesh_term	historical_max_phase	active_max_phase	combined_max_phase	succ_p_1	succ_1_2	succ_2_3	succ_3_a	succ	minikel_support	orphan	year_launch	target_status	indication_area	gpmap_support	eQTL_support	sQTL_support	mQTL_support	pQTL_support	n_supporting_trait_gpmap	supporting_trait_gpmap	supporting_trait_name_gpmap	supporting_tissue	n_supporting_tissue	gpmap_support_rare	gpmap_support_any	gpmap_support_coloc_pairs	Brain/nervous system	Blood cell	Kidney	Muscle Skeletal	Breast Mammary Tissue	Digestive	Adipose	Plasma	Skin	Testis	Lung	Thyroid	Spleen	Heart	Ovary	Pancreas	Liver	Prostate	Uterus	Pituitary	Vagina	Bladder	gene_id	distinct_trait_categories	distinct_protein_coding_genes	genescore_gene_cut	genescore_category_cut
ROCK2-D002318	ROCK2	D002318	Cardiovascular Diseases	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	cardiovascular	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D003424	ROCK2	D003424	Crohn Disease	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	digestive	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D003924	ROCK2	D003924	Diabetes Mellitus, Type 2	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	TRUE		unsupported target	metabolic, endocrine	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D003928	ROCK2	D003928	Diabetic Nephropathies	""	Phase I	Phase I	TRUE				FALSE	FALSE	FALSE		unsupported target	endocrine	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D003930	ROCK2	D003930	Diabetic Retinopathy	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	FALSE		unsupported target	ophthalmology, cardiovascular, endocrine	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D005901	ROCK2	D005901	Glaucoma	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	2018	unsupported target	ophthalmology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D006333	ROCK2	D006333	Heart Failure	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	cardiovascular	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D006967	ROCK2	D006967	Hypersensitivity	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	immune	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D006973	ROCK2	D006973	Hypertension	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	cardiovascular	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D007172	ROCK2	D007172	Erectile Dysfunction	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	psychiatry	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D007239	ROCK2	D007239	Infections	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	TRUE		unsupported target	infection	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D007249	ROCK2	D007249	Inflammation	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	signs/symptoms	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D007676	ROCK2	D007676	Kidney Failure, Chronic	""	Preclinical	Preclinical					FALSE	TRUE	FALSE		genetically supported target	other	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D008103	ROCK2	D008103	Liver Cirrhosis	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	TRUE		unsupported target	digestive, signs/symptoms	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D008113	ROCK2	D008113	Liver Neoplasms	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	TRUE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D008180	ROCK2	D008180	Lupus Erythematosus, Systemic	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	TRUE		unsupported target	dermatology, immune	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D008181	ROCK2	D008181	Lupus Nephritis	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	TRUE		unsupported target	dermatology, immune	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D008268	ROCK2	D008268	Macular Degeneration	Phase III	""	Phase III	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE		unsupported target	ophthalmology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D008269	ROCK2	D008269	Macular Edema	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	FALSE		unsupported target	ophthalmology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D009103	ROCK2	D009103	Multiple Sclerosis	""	Preclinical	Preclinical					FALSE	FALSE	FALSE		unsupported target	neurology, immune	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D009369	ROCK2	D009369	Neoplasms	""	Preclinical	Preclinical					FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D009437	ROCK2	D009437	Neuralgia	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	neurology, signs/symptoms	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D009765	ROCK2	D009765	Obesity	Phase I	""	Phase I	TRUE	FALSE			FALSE	FALSE	TRUE		unsupported target	metabolic, signs/symptoms	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D010024	ROCK2	D010024	Osteoporosis	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	musculoskeletal, metabolic	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D011565	ROCK2	D011565	Psoriasis	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	TRUE		unsupported target	dermatology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D012735	ROCK2	D012735	Sexual Dysfunction, Physiological	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	other	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D015209	ROCK2	D015209	Cholangitis, Sclerosing	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	digestive	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D015212	ROCK2	D015212	Inflammatory Bowel Diseases	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	digestive	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D015535	ROCK2	D015535	Arthritis, Psoriatic	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	TRUE		unsupported target	musculoskeletal, dermatology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D015715	ROCK2	D015715	Corneal Edema	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	FALSE		unsupported target	ophthalmology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D020018	ROCK2	D020018	Sexual Dysfunctions, Psychological	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	psychiatry	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D020521	ROCK2	D020521	Stroke	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	TRUE		unsupported target	neurology, cardiovascular	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D024821	ROCK2	D024821	Metabolic Syndrome	Phase I	""	Phase I	TRUE	FALSE			FALSE	FALSE	TRUE		unsupported target	metabolic	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D029424	ROCK2	D029424	Pulmonary Disease, Chronic Obstructive	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	respiratory	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D050197	ROCK2	D050197	Atherosclerosis	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	TRUE		unsupported target	cardiovascular	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D054990	ROCK2	D054990	Idiopathic Pulmonary Fibrosis	""	Phase I	Phase I	TRUE				FALSE	FALSE	TRUE		unsupported target	respiratory	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROCK2-D065626	ROCK2	D065626	Non-alcoholic Fatty Liver Disease	""	Phase I	Phase I	TRUE				FALSE	FALSE	TRUE		unsupported target	digestive	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6510	3	4	(1,5]	(1,5]
ROR1-D001943	ROR1	D001943	Breast Neoplasms	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	TRUE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	15063	3	2	(1,5]	(1,5]
ROR1-D002289	ROR1	D002289	Carcinoma, Non-Small-Cell Lung	""	Phase I	Phase I	TRUE				FALSE	FALSE	TRUE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	15063	3	2	(1,5]	(1,5]
ROR1-D007680	ROR1	D007680	Kidney Neoplasms	""	Preclinical	Preclinical					FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	15063	3	2	(1,5]	(1,5]
ROR1-D008175	ROR1	D008175	Lung Neoplasms	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	15063	3	2	(1,5]	(1,5]
ROR1-D008223	ROR1	D008223	Lymphoma	""	Phase I	Phase I	TRUE				FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	15063	3	2	(1,5]	(1,5]
ROR1-D008545	ROR1	D008545	Melanoma	""	Preclinical	Preclinical					FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	15063	3	2	(1,5]	(1,5]
ROR1-D009369	ROR1	D009369	Neoplasms	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	TRUE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	15063	3	2	(1,5]	(1,5]
ROR1-D010051	ROR1	D010051	Ovarian Neoplasms	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	TRUE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	15063	3	2	(1,5]	(1,5]
ROR1-D010190	ROR1	D010190	Pancreatic Neoplasms	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	15063	3	2	(1,5]	(1,5]
ROR1-D011471	ROR1	D011471	Prostatic Neoplasms	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	15063	3	2	(1,5]	(1,5]
ROR1-D013274	ROR1	D013274	Stomach Neoplasms	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	15063	3	2	(1,5]	(1,5]
ROR1-D015179	ROR1	D015179	Colorectal Neoplasms	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	15063	3	2	(1,5]	(1,5]
ROR1-D019337	ROR1	D019337	Hematologic Neoplasms	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	TRUE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	15063	3	2	(1,5]	(1,5]
ROR2-D001943	ROR2	D001943	Breast Neoplasms	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	TRUE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	11947	2	4	(1,5]	(1,5]
ROR2-D002289	ROR2	D002289	Carcinoma, Non-Small-Cell Lung	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	TRUE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	11947	2	4	(1,5]	(1,5]
ROR2-D006258	ROR2	D006258	Head and Neck Neoplasms	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	TRUE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	11947	2	4	(1,5]	(1,5]
