ti_uid	target	indication_mesh_id	indication_mesh_term	historical_max_phase	active_max_phase	combined_max_phase	succ_p_1	succ_1_2	succ_2_3	succ_3_a	succ	minikel_support	orphan	year_launch	target_status	indication_area	gpmap_support	eQTL_support	sQTL_support	mQTL_support	pQTL_support	n_supporting_trait_gpmap	supporting_trait_gpmap	supporting_trait_name_gpmap	supporting_tissue	n_supporting_tissue	gpmap_support_rare	gpmap_support_any	gpmap_support_coloc_pairs	Brain/nervous system	Blood cell	Kidney	Muscle Skeletal	Breast Mammary Tissue	Digestive	Adipose	Plasma	Skin	Testis	Lung	Thyroid	Spleen	Heart	Ovary	Pancreas	Liver	Prostate	Uterus	Pituitary	Vagina	Bladder	gene_id	distinct_trait_categories	distinct_protein_coding_genes	genescore_gene_cut	genescore_category_cut
ACHE-D005764	ACHE	D005764	Gastroesophageal Reflux	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	digestive	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1617	3	7	(5,15]	(1,5]
ACHE-D008268	ACHE	D008268	Macular Degeneration	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	TRUE		unsupported target	ophthalmology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1617	3	7	(5,15]	(1,5]
ACHE-D009157	ACHE	D009157	Myasthenia Gravis	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1617	3	7	(5,15]	(1,5]
ACHE-D009437	ACHE	D009437	Neuralgia	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	neurology, signs/symptoms	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1617	3	7	(5,15]	(1,5]
ACHE-D012859	ACHE	D012859	Sjogren's Syndrome	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	musculoskeletal, ophthalmology, dermatology, immune	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1617	3	7	(5,15]	(1,5]
ACHE-D014029	ACHE	D014029	Tobacco Use Disorder	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	psychiatry	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1617	3	7	(5,15]	(1,5]
ACHE-D015212	ACHE	D015212	Inflammatory Bowel Diseases	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	digestive	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1617	3	7	(5,15]	(1,5]
ACHE-D016055	ACHE	D016055	Urinary Retention	""	Preclinical	Preclinical					FALSE	FALSE	FALSE		unsupported target	other	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1617	3	7	(5,15]	(1,5]
ACHE-D020521	ACHE	D020521	Stroke	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	FALSE		unsupported target	neurology, cardiovascular	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1617	3	7	(5,15]	(1,5]
ACHE-D020961	ACHE	D020961	Lewy Body Disease	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	2014	unsupported target	neurology, psychiatry	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1617	3	7	(5,15]	(1,5]
ACHE-D043183	ACHE	D043183	Irritable Bowel Syndrome	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	digestive	FALSE	FALSE	FALSE	FALSE	FALSE	0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1617	3	7	(5,15]	(1,5]
ACKR3-D009369	ACKR3	D009369	Neoplasms	Phase I	""	Phase I	TRUE	FALSE			FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8184	3	1	(-Inf,1]	(1,5]
ACKR3-D015179	ACKR3	D015179	Colorectal Neoplasms	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8184	3	1	(-Inf,1]	(1,5]
ACLY-D002318	ACLY	D002318	Cardiovascular Diseases	""	Preclinical	Preclinical					FALSE	FALSE	FALSE		unsupported target	cardiovascular	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6103	1	12	(5,15]	(-Inf,1]
ACLY-D006949	ACLY	D006949	Hyperlipidemias	""	Preclinical	Preclinical					FALSE	FALSE	FALSE		unsupported target	metabolic	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6103	1	12	(5,15]	(-Inf,1]
ACLY-D008659	ACLY	D008659	Metabolic Diseases	""	Preclinical	Preclinical					FALSE	FALSE	FALSE		unsupported target	metabolic	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6103	1	12	(5,15]	(-Inf,1]
ACLY-D009369	ACLY	D009369	Neoplasms	""	Preclinical	Preclinical					FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6103	1	12	(5,15]	(-Inf,1]
ACLY-D051437	ACLY	D051437	Renal Insufficiency	""	Preclinical	Preclinical					FALSE	FALSE	FALSE		unsupported target	other	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6103	1	12	(5,15]	(-Inf,1]
ACLY-D065626	ACLY	D065626	Non-alcoholic Fatty Liver Disease	""	Preclinical	Preclinical					FALSE	FALSE	FALSE		unsupported target	digestive	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6103	1	12	(5,15]	(-Inf,1]
ACMSD-D000086382	ACMSD	D000086382	COVID-19	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	infection, respiratory	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	9159	2	2	(1,5]	(1,5]
ACMSD-D008659	ACMSD	D008659	Metabolic Diseases	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	metabolic	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	9159	2	2	(1,5]	(1,5]
ACMSD-D058186	ACMSD	D058186	Acute Kidney Injury	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	other	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	9159	2	2	(1,5]	(1,5]
ACMSD-D065626	ACMSD	D065626	Non-alcoholic Fatty Liver Disease	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	digestive	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	9159	2	2	(1,5]	(1,5]
ACPP-D011471	ACPP	D011471	Prostatic Neoplasms	""	Preclinical	Preclinical					FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE				0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE					
ACR-D000086382	ACR	D000086382	COVID-19	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE		unsupported target	infection, respiratory	FALSE	FALSE	FALSE			0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2140	0	1	(-Inf,1]	(-Inf,1]
ACR-D006566	ACR	D006566	Herpesviridae Infections	Phase I	""	Phase I	TRUE	FALSE			FALSE	FALSE	FALSE		unsupported target	infection	FALSE	FALSE	FALSE			0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2140	0	1	(-Inf,1]	(-Inf,1]
ACR-D030361	ACR	D030361	Papillomavirus Infections	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	infection	FALSE	FALSE	FALSE			0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2140	0	1	(-Inf,1]	(-Inf,1]
ACSS2-D000437	ACSS2	D000437	Alcoholism	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	psychiatry	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6051	2	19	(15,200]	(1,5]
ACSS2-D000544	ACSS2	D000544	Alzheimer Disease	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	neurology, psychiatry	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6051	2	19	(15,200]	(1,5]
ACSS2-D009369	ACSS2	D009369	Neoplasms	""	Phase I	Phase I	TRUE				FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6051	2	19	(15,200]	(1,5]
ACSS2-D019966	ACSS2	D019966	Substance-Related Disorders	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	psychiatry	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6051	2	19	(15,200]	(1,5]
ACVR1-D000740	ACVR1	D000740	Anemia	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	TRUE		unsupported target	hematology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4142	0	1	(-Inf,1]	(-Inf,1]
ACVR1-D002289	ACVR1	D002289	Carcinoma, Non-Small-Cell Lung	Phase I	""	Phase I	TRUE	FALSE			FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4142	0	1	(-Inf,1]	(-Inf,1]
ACVR1-D009369	ACVR1	D009369	Neoplasms	""	Phase I	Phase I	TRUE				FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4142	0	1	(-Inf,1]	(-Inf,1]
ACVR1-D010190	ACVR1	D010190	Pancreatic Neoplasms	Phase III	""	Phase III	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4142	0	1	(-Inf,1]	(-Inf,1]
ACVR1-D011087	ACVR1	D011087	Polycythemia Vera	""	Phase III	Phase III	TRUE	TRUE	TRUE		FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4142	0	1	(-Inf,1]	(-Inf,1]
ACVR1-D013922	ACVR1	D013922	Thrombocytosis	""	Phase III	Phase III	TRUE	TRUE	TRUE		FALSE	FALSE	FALSE		unsupported target	hematology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4142	0	1	(-Inf,1]	(-Inf,1]
ACVR1-D018798	ACVR1	D018798	Anemia, Iron-Deficiency	""	Phase I	Phase I	TRUE				FALSE	FALSE	FALSE		unsupported target	hematology, metabolic	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4142	0	1	(-Inf,1]	(-Inf,1]
ACVR1-D019337	ACVR1	D019337	Hematologic Neoplasms	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4142	0	1	(-Inf,1]	(-Inf,1]
ACVR1-D051437	ACVR1	D051437	Renal Insufficiency	""	Phase I	Phase I	TRUE				FALSE	FALSE	TRUE		unsupported target	other	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4142	0	1	(-Inf,1]	(-Inf,1]
ACVR1-D055728	ACVR1	D055728	Primary Myelofibrosis	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE		unsupported target	hematology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4142	0	1	(-Inf,1]	(-Inf,1]
ACVR1C-D009765	ACVR1C	D009765	Obesity	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	metabolic, signs/symptoms	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	5152	2	0	(-Inf,1]	(1,5]
ACVR2A-D000740	ACVR2A	D000740	Anemia	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	TRUE		unsupported target	hematology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4980	3	2	(1,5]	(1,5]
ACVR2A-D003928	ACVR2A	D003928	Diabetic Nephropathies	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	TRUE		unsupported target	endocrine	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4980	3	2	(1,5]	(1,5]
ACVR2A-D007676	ACVR2A	D007676	Kidney Failure, Chronic	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	TRUE	TRUE		genetically supported target	other	TRUE	FALSE	FALSE	TRUE		1	ebi-a-GCST90025991	Serum urea levels	Blood cell	1	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4980	3	2	(1,5]	(1,5]
ACVR2A-D008659	ACVR2A	D008659	Metabolic Diseases	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	metabolic	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4980	3	2	(1,5]	(1,5]
ACVR2A-D010024	ACVR2A	D010024	Osteoporosis	Phase II	""	Phase II	TRUE	TRUE	FALSE		FALSE	FALSE	TRUE		unsupported target	musculoskeletal, metabolic	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4980	3	2	(1,5]	(1,5]
ACVR2A-D013789	ACVR2A	D013789	Thalassemia	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	TRUE		unsupported target	hematology, congenital	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4980	3	2	(1,5]	(1,5]
ACVR2A-D013921	ACVR2A	D013921	Thrombocytopenia	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	FALSE		unsupported target	hematology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4980	3	2	(1,5]	(1,5]
ACVR2A-D019337	ACVR2A	D019337	Hematologic Neoplasms	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	oncology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4980	3	2	(1,5]	(1,5]
ACVR2B-D000690	ACVR2B	D000690	Amyotrophic Lateral Sclerosis	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	neurology, metabolic	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4086	4	2	(1,5]	(1,5]
ACVR2B-D000740	ACVR2B	D000740	Anemia	Preclinical	""	Preclinical	FALSE				FALSE	FALSE	FALSE		unsupported target	hematology	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4086	4	2	(1,5]	(1,5]
ACVR2B-D003924	ACVR2B	D003924	Diabetes Mellitus, Type 2	""	Phase II	Phase II	TRUE	TRUE			FALSE	FALSE	TRUE		unsupported target	metabolic, endocrine	FALSE	FALSE	FALSE	FALSE		0	""	""	""	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4086	4	2	(1,5]	(1,5]
